household_id,gender_household_head,age_household_head,caste_household,education_level_household_head,income_level_household,size_household,is_bank_account_present_in_household
19325401,Female,24.0,Chhetree,Class 5,Rs. 10-20 thousand,4.0,1.0
19325501,Male,60.0,Damai/Dholi,Illiterate,Rs. 10 thousand,2.0,0.0
19325601,Female,30.0,Chhetree,Class 5,Rs. 10-20 thousand,4.0,1.0
19325701,Female,23.0,Chhetree,Class 7,Rs. 10-20 thousand,4.0,1.0
19325801,Male,61.0,Chhetree,Non-formal education,Rs. 10 thousand,2.0,0.0
19325901,Female,35.0,Brahman-Hill,Class 6,Rs. 10-20 thousand,5.0,0.0
19326001,Male,46.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,4.0,1.0
19326101,Male,50.0,Gharti/Bhujel,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19326201,Male,83.0,Gharti/Bhujel,Illiterate,Rs. 10-20 thousand,5.0,0.0
19326301,Male,76.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,0.0
19326401,Male,67.0,Brahman-Hill,Class 3,Rs. 10-20 thousand,7.0,0.0
19326501,Male,66.0,Chhetree,Non-formal education,Rs. 10 thousand,2.0,0.0
19326601,Female,32.0,Damai/Dholi,Class 7,Rs. 10-20 thousand,7.0,1.0
19326701,Female,43.0,Brahman-Hill,Class 6,Rs. 20-30 thousand,5.0,1.0
19326801,Female,33.0,Chhetree,Class 5,Rs. 10-20 thousand,5.0,1.0
19326901,Female,57.0,Chhetree,Class 2,Rs. 10-20 thousand,5.0,0.0
19327001,Female,55.0,Chhetree,Illiterate,Rs. 10-20 thousand,3.0,0.0
19327101,Female,40.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,9.0,0.0
19327201,Female,46.0,Gurung,Class 4,Rs. 10-20 thousand,4.0,0.0
19327301,Female,43.0,Gurung,Illiterate,Rs. 20-30 thousand,5.0,1.0
19327401,Female,50.0,Gurung,Non-formal education,Rs. 10-20 thousand,5.0,1.0
19327501,Female,43.0,Gurung,Class 6,Rs. 10-20 thousand,4.0,1.0
19327601,Female,40.0,Gurung,Class 7,Rs. 50 thousand or more,2.0,1.0
19327701,Female,46.0,Chhetree,Class 3,Rs. 10-20 thousand,5.0,0.0
19327801,Female,33.0,Gurung,Class 4,Rs. 20-30 thousand,4.0,1.0
19327901,Female,54.0,Gurung,Illiterate,Rs. 20-30 thousand,11.0,0.0
19328001,Male,28.0,Sunuwar,Class 9,Rs. 10-20 thousand,4.0,1.0
19328101,Male,46.0,Tamang,Class 5,Rs. 10 thousand,4.0,1.0
19328201,Male,30.0,Brahman-Hill,Class 10,Rs. 10 thousand,4.0,0.0
19328301,Female,48.0,Chhetree,Illiterate,Rs. 20-30 thousand,10.0,1.0
19328401,Male,31.0,Gurung,Class 8,Rs. 30-50 thousand,7.0,1.0
19328501,Male,58.0,Newar,SLC or equivalent,Rs. 50 thousand or more,5.0,1.0
19328601,Female,40.0,Damai/Dholi,Non-formal education,Rs. 10-20 thousand,7.0,0.0
19328701,Male,52.0,Gurung,Class 4,Rs. 10-20 thousand,10.0,1.0
19328801,Male,49.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,4.0,1.0
19328901,Female,48.0,Chhetree,Illiterate,Rs. 10 thousand,1.0,0.0
19329001,Male,56.0,Gurung,Non-formal education,Rs. 10-20 thousand,3.0,0.0
19329101,Male,32.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
19329201,Male,42.0,Sarki,Class 5,Rs. 10-20 thousand,5.0,1.0
19329301,Male,56.0,Gharti/Bhujel,Class 5,Rs. 50 thousand or more,6.0,1.0
19329401,Female,34.0,Gurung,Class 7,Rs. 10 thousand,3.0,1.0
19329501,Female,50.0,Chhetree,Class 2,Rs. 30-50 thousand,5.0,1.0
19329601,Male,54.0,Brahman-Hill,Class 3,Rs. 10-20 thousand,4.0,1.0
19329701,Female,46.0,Gurung,Illiterate,Rs. 30-50 thousand,4.0,1.0
19329801,Female,47.0,Sunuwar,Illiterate,Rs. 20-30 thousand,5.0,1.0
19329901,Male,64.0,Newar,Bachelors or equivalent,Rs. 20-30 thousand,5.0,1.0
19330001,Female,49.0,Newar,Class 4,Rs. 30-50 thousand,5.0,1.0
19330101,Male,43.0,Newar,SLC or equivalent,Rs. 50 thousand or more,4.0,1.0
19330201,Male,53.0,Newar,Class 7,Rs. 20-30 thousand,5.0,1.0
19330301,Female,39.0,Newar,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19330401,Male,36.0,Newar,Class 7,Rs. 20-30 thousand,6.0,1.0
19330501,Female,33.0,Newar,Illiterate,Rs. 10 thousand,4.0,1.0
19330601,Male,50.0,Newar,Class 8,Rs. 20-30 thousand,7.0,1.0
19330701,Female,72.0,Newar,Illiterate,Rs. 30-50 thousand,6.0,0.0
19330801,Male,51.0,Newar,Class 9,Rs. 30-50 thousand,8.0,0.0
19330901,Female,24.0,Chhetree,Intermediate or equivalent,Rs. 30-50 thousand,5.0,1.0
19331001,Male,58.0,Newar,Class 6,Rs. 10-20 thousand,5.0,1.0
19331101,Male,67.0,Damai/Dholi,Class 2,Rs. 20-30 thousand,5.0,1.0
19331201,Male,31.0,Gurung,Class 6,Rs. 10-20 thousand,5.0,1.0
19331301,Female,46.0,Gurung,Class 6,Rs. 20-30 thousand,7.0,1.0
19331401,Male,45.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,6.0,1.0
19331501,Male,65.0,Gurung,Non-formal education,Rs. 10-20 thousand,5.0,0.0
19331601,Female,38.0,Gurung,Class 8,Rs. 30-50 thousand,4.0,1.0
19331602,Female,46.0,Chhetree,Illiterate,Rs. 10 thousand,2.0,0.0
19331603,Female,27.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,4.0,0.0
19331701,Female,28.0,Gurung,Class 5,Rs. 10 thousand,8.0,0.0
19331801,Female,52.0,Gurung,Illiterate,Rs. 30-50 thousand,5.0,1.0
19331901,Female,39.0,Gurung,Illiterate,Rs. 10-20 thousand,3.0,1.0
19332001,Female,51.0,Gurung,Class 1,Rs. 20-30 thousand,3.0,1.0
19332101,Male,58.0,Damai/Dholi,Class 2,Rs. 10 thousand,2.0,0.0
19332102,Female,38.0,Gurung,Class 9,Rs. 10-20 thousand,4.0,1.0
19332201,Female,52.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,1.0
19332301,Female,32.0,Gurung,Class 4,Rs. 10-20 thousand,7.0,0.0
19332401,Male,51.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,3.0,1.0
19332501,Female,44.0,Newar,Class 3,Rs. 20-30 thousand,6.0,0.0
19332601,Female,40.0,Tamang,Class 2,Rs. 10-20 thousand,3.0,0.0
19332701,Male,55.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,5.0,1.0
19332801,Male,46.0,Tamang,Class 4,Rs. 10-20 thousand,5.0,0.0
19332901,Male,50.0,Newar,Class 7,Rs. 10-20 thousand,5.0,1.0
19332902,Female,28.0,Gurung,Class 8,Rs. 10-20 thousand,2.0,1.0
19333001,Male,24.0,Gurung,SLC or equivalent,Rs. 10 thousand,3.0,0.0
19333101,Female,29.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
19333201,Male,47.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,6.0,1.0
19333301,Female,45.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,5.0,1.0
19333401,Male,37.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,6.0,0.0
19333501,Male,46.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,2.0,0.0
19333601,Female,55.0,Brahman-Hill,Illiterate,Rs. 50 thousand or more,6.0,0.0
19333701,Male,72.0,Brahman-Hill,Illiterate,Rs. 10 thousand,3.0,0.0
19333702,Male,32.0,Brahman-Hill,Class 7,Rs. 10 thousand,4.0,1.0
19333801,Male,52.0,Brahman-Hill,Illiterate,Rs. 10 thousand,5.0,0.0
19333901,Male,39.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19334001,Female,57.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,5.0,0.0
19334101,Male,39.0,Chhetree,Class 3,Rs. 20-30 thousand,5.0,1.0
19334201,Male,66.0,Chhetree,Illiterate,Rs. 10-20 thousand,7.0,0.0
19334301,Male,28.0,Brahman-Hill,Class 8,Rs. 10 thousand,3.0,1.0
19334401,Male,41.0,Brahman-Hill,Class 9,Rs. 10 thousand,4.0,0.0
19334501,Female,67.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,1.0
19334601,Male,51.0,Chhetree,Class 10,Rs. 20-30 thousand,6.0,1.0
19334701,Male,64.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,15.0,0.0
19334702,Male,44.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
19334801,Female,52.0,Chhetree,Non-formal education,Rs. 10 thousand,2.0,0.0
19334901,Male,40.0,Chhetree,SLC or equivalent,Rs. 10 thousand,4.0,0.0
19335001,Female,30.0,Chhetree,Class 6,Rs. 10 thousand,4.0,0.0
19335101,Female,33.0,Chhetree,Class 10,Rs. 10-20 thousand,6.0,0.0
19335201,Male,56.0,Brahman-Hill,Bachelors or equivalent,Rs. 30-50 thousand,5.0,0.0
19335301,Male,47.0,Brahman-Hill,Masters or equivalent,Rs. 30-50 thousand,14.0,1.0
19335401,Male,55.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,9.0,1.0
19335501,Female,36.0,Chhetree,Class 5,Rs. 20-30 thousand,5.0,1.0
19335601,Female,39.0,Chhetree,Class 7,Rs. 10-20 thousand,4.0,1.0
19335701,Male,57.0,Chhetree,Class 8,Rs. 10-20 thousand,5.0,1.0
19335801,Male,64.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,13.0,1.0
19335901,Male,48.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,12.0,1.0
19336001,Male,67.0,Brahman-Hill,Masters or equivalent,Rs. 10-20 thousand,2.0,1.0
19336101,Male,38.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
19336201,Male,73.0,Chhetree,Non-formal education,Rs. 10 thousand,2.0,1.0
19336301,Female,82.0,Chhetree,Illiterate,Rs. 10 thousand,14.0,0.0
19336401,Female,48.0,Chhetree,Illiterate,Rs. 10-20 thousand,5.0,0.0
19336501,Male,73.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,5.0,0.0
19336601,Male,36.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,10.0,0.0
19336701,Male,65.0,Chhetree,Class 5,Rs. 10 thousand,7.0,0.0
19336801,Female,58.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,3.0,0.0
19336901,Male,59.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,8.0,0.0
19337001,Female,35.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,10.0,1.0
19337002,Female,40.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,4.0,0.0
19337101,Male,32.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19337201,Female,34.0,Chhetree,Class 10,Rs. 10-20 thousand,4.0,0.0
19337301,Female,57.0,Brahman-Hill,Class 5,Rs. 50 thousand or more,8.0,0.0
19337401,Male,49.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,6.0,1.0
19337501,Male,52.0,Chhetree,Non-formal education,Rs. 10-20 thousand,9.0,0.0
19337601,Male,54.0,Chhetree,Class 3,Rs. 10-20 thousand,4.0,0.0
19337701,Male,65.0,Chhetree,Class 1,Rs. 20-30 thousand,8.0,0.0
19337801,Male,60.0,Chhetree,Illiterate,Rs. 10-20 thousand,5.0,0.0
19337802,Female,22.0,Chhetree,Class 6,Rs. 10-20 thousand,3.0,1.0
19337901,Male,52.0,Chhetree,SLC or equivalent,Rs. 20-30 thousand,11.0,1.0
19338001,Male,71.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,0.0
19338101,Male,69.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,8.0,0.0
19338201,Male,78.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,6.0,1.0
19338301,Male,43.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
19338401,Male,78.0,Brahman-Hill,Illiterate,Rs. 10 thousand,1.0,0.0
19338501,Male,47.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,8.0,0.0
19338601,Male,36.0,Brahman-Hill,Class 8,Rs. 20-30 thousand,4.0,1.0
19338701,Male,67.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,6.0,1.0
19338801,Male,63.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
19338901,Male,53.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,3.0,0.0
19339001,Male,46.0,Tamang,Non-formal education,Rs. 10-20 thousand,3.0,1.0
19339101,Male,49.0,Chhetree,Class 10,Rs. 20-30 thousand,3.0,0.0
19339201,Male,73.0,Chhetree,Non-formal education,Rs. 20-30 thousand,7.0,1.0
19339301,Male,55.0,Chhetree,Class 5,Rs. 20-30 thousand,7.0,1.0
19339401,Male,63.0,Chhetree,Non-formal education,Rs. 20-30 thousand,19.0,0.0
19339501,Male,50.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,4.0,1.0
19339601,Male,66.0,Brahman-Hill,Class 5,Rs. 10 thousand,4.0,1.0
19339701,Male,52.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,3.0,1.0
19339801,Male,52.0,Chhetree,Class 5,Rs. 20-30 thousand,9.0,1.0
19339901,Male,57.0,Chhetree,Class 10,Rs. 50 thousand or more,12.0,1.0
19340001,Male,46.0,Chhetree,Class 5,Rs. 10 thousand,6.0,1.0
19340101,Male,50.0,Chhetree,Class 4,Rs. 10 thousand,4.0,0.0
19340201,Male,48.0,Chhetree,Class 7,Rs. 10-20 thousand,5.0,0.0
19340202,Male,38.0,Chhetree,Class 8,Rs. 10-20 thousand,3.0,0.0
19340301,Male,61.0,Chhetree,Illiterate,Rs. 10-20 thousand,5.0,0.0
19340401,Female,49.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,3.0,0.0
19340501,Male,51.0,Brahman-Hill,Class 4,Rs. 10-20 thousand,7.0,0.0
19340601,Male,49.0,Brahman-Hill,Class 5,Rs. 10 thousand,5.0,1.0
19340701,Male,40.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,4.0,1.0
19340801,Male,34.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,5.0,0.0
19340901,Female,53.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,8.0,0.0
19341001,Female,39.0,Kami,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19341002,Male,82.0,Kami,Illiterate,Rs. 10 thousand,5.0,0.0
19341101,Male,37.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
19341201,Female,59.0,Brahman-Hill,Illiterate,Rs. 10 thousand,1.0,0.0
19341301,Female,61.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,3.0,0.0
19341401,Male,59.0,Brahman-Hill,Class 4,Rs. 10-20 thousand,9.0,1.0
19341501,Female,43.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,5.0,1.0
19341601,Male,52.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,6.0,0.0
19341701,Male,54.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,10.0,0.0
19341801,Female,38.0,Brahman-Hill,Class 8,Rs. 10 thousand,4.0,0.0
19341901,Female,47.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,1.0,0.0
19342001,Male,38.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,4.0,1.0
19342101,Male,54.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,6.0,1.0
19342201,Female,36.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,3.0,1.0
19342301,Female,62.0,Kami,Illiterate,Rs. 10 thousand,1.0,0.0
19342401,Female,57.0,Kami,Illiterate,Rs. 10 thousand,6.0,0.0
19342402,Female,32.0,Kami,Class 4,Rs. 10 thousand,4.0,0.0
19342501,Male,52.0,Brahman-Hill,Non-formal education,Rs. 30-50 thousand,5.0,1.0
19342601,Male,71.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,10.0,0.0
19342701,Male,35.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,4.0,1.0
19342801,Female,29.0,Chhetree,SLC or equivalent,Rs. 10 thousand,3.0,1.0
19342901,Female,38.0,Tamang,Class 8,Rs. 10-20 thousand,3.0,1.0
19343001,Male,36.0,Tamang,SLC or equivalent,Rs. 10 thousand,8.0,1.0
19343101,Female,32.0,Tamang,Class 8,Rs. 10-20 thousand,4.0,0.0
19343201,Female,29.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,3.0,1.0
19343301,Female,46.0,Brahman-Hill,Class 8,Rs. 30-50 thousand,6.0,0.0
19343302,Female,36.0,Gharti/Bhujel,Class 2,Rs. 10 thousand,3.0,1.0
19343401,Female,44.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,6.0,1.0
19343501,Male,73.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,7.0,1.0
19343502,Male,43.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,4.0,1.0
19343503,Male,37.0,Brahman-Hill,Masters or equivalent,Rs. 10-20 thousand,3.0,1.0
19343601,Male,51.0,Chhetree,Non-formal education,Rs. 20-30 thousand,12.0,1.0
19343602,Male,25.0,Kami,SLC or equivalent,Rs. 10 thousand,4.0,1.0
19343701,Male,43.0,Newar,Illiterate,Rs. 10 thousand,4.0,0.0
19343801,Male,60.0,Newar,Non-formal education,Rs. 30-50 thousand,6.0,1.0
19343901,Male,65.0,Newar,Class 10,Rs. 10-20 thousand,6.0,1.0
19344001,Male,33.0,Newar,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
19344101,Male,55.0,Gurung,Class 4,Rs. 10 thousand,4.0,1.0
19344201,Male,47.0,Gurung,Class 4,Rs. 10 thousand,4.0,0.0
19344301,Female,35.0,Gurung,Class 4,Rs. 20-30 thousand,4.0,1.0
19344302,Male,37.0,Gurung,Class 9,Rs. 10 thousand,4.0,1.0
19344401,Male,58.0,Ghale,Class 5,Rs. 50 thousand or more,6.0,1.0
19344501,Male,60.0,Gurung,Class 2,Rs. 20-30 thousand,10.0,1.0
19344601,Male,29.0,Gurung,SLC or equivalent,Rs. 10-20 thousand,2.0,1.0
19344701,Male,27.0,Gurung,SLC or equivalent,Rs. 10-20 thousand,3.0,1.0
19344801,Female,26.0,Tamang,Class 8,Rs. 20-30 thousand,3.0,1.0
19344901,Female,33.0,Sonar,Class 8,Rs. 20-30 thousand,4.0,1.0
19344902,Female,28.0,Newar,Class 10,Rs. 20-30 thousand,3.0,0.0
19345001,Male,42.0,Damai/Dholi,Class 9,Rs. 10-20 thousand,5.0,1.0
19345101,Male,61.0,Newar,Illiterate,Rs. 10 thousand,2.0,1.0
19345201,Male,39.0,Newar,Class 6,Rs. 10 thousand,5.0,0.0
19345301,Male,32.0,Newar,Class 5,Rs. 10-20 thousand,5.0,1.0
19345401,Male,66.0,Gurung,Class 5,Rs. 10 thousand,2.0,1.0
19345402,Male,24.0,Gurung,Bachelors or equivalent,Rs. 10-20 thousand,3.0,1.0
19345501,Female,57.0,Gurung,Illiterate,Rs. 10 thousand,2.0,0.0
19345601,Female,43.0,Gurung,Non-formal education,Rs. 10 thousand,5.0,0.0
19345701,Male,28.0,Gurung,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
19345801,Male,69.0,Gurung,Illiterate,Rs. 10 thousand,2.0,1.0
19345901,Female,39.0,Gurung,Non-formal education,Rs. 10 thousand,3.0,0.0
19346001,Female,62.0,Gurung,Illiterate,Rs. 10-20 thousand,4.0,1.0
19346101,Female,18.0,Gurung,SLC or equivalent,Rs. 10-20 thousand,3.0,0.0
19346201,Male,75.0,Gurung,Illiterate,Rs. 10 thousand,1.0,1.0
19346301,Male,35.0,Newar,Class 6,Rs. 10 thousand,5.0,1.0
19346401,Male,24.0,Newar,Class 8,Rs. 10 thousand,3.0,1.0
19346501,Male,51.0,Damai/Dholi,Class 3,Rs. 10 thousand,4.0,1.0
19346502,Male,29.0,Damai/Dholi,Class 6,Rs. 10 thousand,4.0,0.0
19346601,Male,56.0,Tamang,Class 3,Rs. 10-20 thousand,3.0,1.0
19346701,Female,41.0,Sanyasi/Dashnami,Illiterate,Rs. 20-30 thousand,4.0,1.0
19346801,Female,48.0,Sanyasi/Dashnami,Illiterate,Rs. 10-20 thousand,4.0,0.0
19346901,Female,30.0,Gurung,Class 2,Rs. 20-30 thousand,4.0,1.0
19347001,Female,25.0,Gurung,Illiterate,Rs. 10 thousand,4.0,0.0
19347101,Male,51.0,Gurung,Class 8,Rs. 10 thousand,4.0,0.0
19347201,Female,73.0,Gurung,Illiterate,Rs. 20-30 thousand,4.0,0.0
19347301,Male,53.0,Gurung,Class 8,Rs. 10-20 thousand,3.0,0.0
19347401,Female,40.0,Gurung,Non-formal education,Rs. 20-30 thousand,6.0,1.0
19347501,Female,35.0,Gurung,Class 5,Rs. 10 thousand,4.0,0.0
19347601,Male,55.0,Gurung,Illiterate,Rs. 10 thousand,2.0,0.0
19347701,Female,36.0,Gurung,Class 10,Rs. 10-20 thousand,5.0,1.0
19347801,Female,49.0,Gurung,Non-formal education,Rs. 20-30 thousand,5.0,1.0
19347901,Male,51.0,Gurung,Illiterate,Rs. 10 thousand,4.0,0.0
19348001,Female,44.0,Gurung,Non-formal education,Rs. 10-20 thousand,5.0,1.0
19348101,Male,78.0,Gurung,Illiterate,Rs. 10-20 thousand,5.0,0.0
19348201,Male,59.0,Gurung,Non-formal education,Rs. 10-20 thousand,7.0,1.0
19348301,Male,67.0,Gurung,Non-formal education,Rs. 10 thousand,3.0,0.0
19348401,Male,42.0,Gurung,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
19348501,Female,62.0,Gurung,Non-formal education,Rs. 10-20 thousand,5.0,1.0
19348601,Male,72.0,Gurung,Non-formal education,Rs. 20-30 thousand,9.0,0.0
19348701,Female,72.0,Gurung,Illiterate,Rs. 10 thousand,1.0,0.0
19348801,Male,59.0,Gurung,Illiterate,Rs. 10-20 thousand,3.0,0.0
19348901,Male,62.0,Gurung,Illiterate,Rs. 10 thousand,6.0,0.0
19349001,Male,61.0,Gurung,Illiterate,Rs. 10 thousand,2.0,0.0
19349101,Male,49.0,Gurung,Class 2,Rs. 10 thousand,3.0,0.0
19349201,Female,69.0,Gurung,Non-formal education,Rs. 10 thousand,1.0,0.0
19349301,Male,32.0,Gurung,Class 8,Rs. 10-20 thousand,4.0,1.0
19349401,Male,71.0,Gurung,Illiterate,Rs. 10-20 thousand,2.0,0.0
19349501,Male,31.0,Gurung,Bachelors or equivalent,Rs. 10 thousand,3.0,1.0
19349601,Female,30.0,Gurung,Class 8,Rs. 10 thousand,4.0,1.0
19349701,Female,47.0,Gurung,Illiterate,Rs. 10 thousand,3.0,0.0
19349801,Male,49.0,Gurung,Illiterate,Rs. 10-20 thousand,2.0,0.0
19349901,Female,53.0,Gurung,Illiterate,Rs. 10-20 thousand,6.0,1.0
19350001,Female,71.0,Gurung,Illiterate,Rs. 10 thousand,1.0,0.0
19350101,Female,57.0,Gurung,Illiterate,Rs. 30-50 thousand,7.0,1.0
19350201,Female,39.0,Gurung,Non-formal education,Rs. 20-30 thousand,4.0,1.0
19350301,Male,36.0,Gurung,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19350401,Male,37.0,Gurung,Class 10,Rs. 10-20 thousand,3.0,1.0
19350501,Female,62.0,Gurung,Illiterate,Rs. 10 thousand,2.0,0.0
19350502,Female,52.0,Gurung,Illiterate,Rs. 10-20 thousand,5.0,0.0
19350601,Female,53.0,Gurung,Non-formal education,Rs. 10-20 thousand,3.0,1.0
19350701,Male,60.0,Gurung,Non-formal education,Rs. 10-20 thousand,6.0,0.0
19350801,Female,34.0,Gurung,Class 5,Rs. 10 thousand,5.0,0.0
19350901,Female,35.0,Gurung,Illiterate,Rs. 10-20 thousand,4.0,1.0
19351001,Male,54.0,Gurung,Class 5,Rs. 10 thousand,3.0,0.0
19351101,Female,45.0,Gurung,Illiterate,Rs. 20-30 thousand,5.0,1.0
19351201,Male,30.0,Gurung,Class 9,Rs. 10 thousand,6.0,0.0
19351301,Female,52.0,Gurung,Class 2,Rs. 10 thousand,2.0,1.0
19351401,Male,45.0,Gurung,Class 5,Rs. 10 thousand,4.0,0.0
19351501,Male,56.0,Gurung,Class 5,Rs. 10-20 thousand,5.0,1.0
19351601,Male,60.0,Gurung,Illiterate,Rs. 10 thousand,3.0,0.0
19351701,Female,55.0,Gurung,Illiterate,Rs. 10 thousand,4.0,1.0
19351801,Male,56.0,Gurung,Class 3,Rs. 10-20 thousand,6.0,0.0
19351901,Male,71.0,Gurung,Non-formal education,Rs. 10-20 thousand,5.0,0.0
19352001,Female,26.0,Gurung,Class 8,Rs. 10-20 thousand,4.0,0.0
19352101,Male,68.0,Gurung,Non-formal education,Rs. 20-30 thousand,5.0,1.0
19352201,Female,33.0,Gurung,Class 4,Rs. 20-30 thousand,7.0,1.0
19352301,Female,75.0,Gurung,Illiterate,Rs. 20-30 thousand,5.0,1.0
19352401,Female,40.0,Newar,Class 9,Rs. 30-50 thousand,4.0,0.0
19352501,Male,77.0,Gurung,Illiterate,Rs. 10 thousand,3.0,0.0
19352601,Male,61.0,Gurung,Class 5,Rs. 20-30 thousand,5.0,1.0
19352701,Male,32.0,Gurung,Class 5,Rs. 10-20 thousand,5.0,1.0
19352801,Male,64.0,Gurung,Non-formal education,Rs. 10-20 thousand,9.0,0.0
19352901,Male,52.0,Gurung,Class 3,Rs. 10-20 thousand,7.0,0.0
19353001,Female,23.0,Gurung,SLC or equivalent,Rs. 10-20 thousand,3.0,1.0
19353101,Male,37.0,Gurung,Class 5,Rs. 20-30 thousand,4.0,1.0
19353201,Male,59.0,Gurung,Class 3,Rs. 10-20 thousand,2.0,0.0
19353301,Male,63.0,Gurung,Illiterate,Rs. 10 thousand,1.0,0.0
19353401,Male,49.0,Gurung,Class 5,Rs. 10-20 thousand,7.0,0.0
19353501,Male,61.0,Gurung,Class 5,Rs. 20-30 thousand,8.0,1.0
19353601,Female,63.0,Gurung,Illiterate,Rs. 10 thousand,1.0,0.0
19353701,Female,67.0,Gurung,Non-formal education,Rs. 10 thousand,1.0,0.0
19353801,Male,74.0,Gurung,Non-formal education,Rs. 30-50 thousand,4.0,0.0
19353901,Male,56.0,Gurung,Non-formal education,Rs. 10-20 thousand,6.0,0.0
19354001,Male,58.0,Gurung,Class 2,Rs. 10-20 thousand,5.0,0.0
19354101,Female,43.0,Gurung,Illiterate,Rs. 10-20 thousand,4.0,1.0
19354201,Female,30.0,Gurung,Class 7,Rs. 20-30 thousand,3.0,1.0
19354301,Female,76.0,Gurung,Illiterate,Rs. 30-50 thousand,5.0,0.0
19354401,Male,63.0,Gurung,Class 4,Rs. 30-50 thousand,2.0,1.0
19354501,Female,33.0,Gurung,Non-formal education,Rs. 10 thousand,3.0,0.0
19354601,Female,46.0,Gurung,Illiterate,Rs. 10 thousand,4.0,0.0
19354701,Female,35.0,Gurung,Illiterate,Rs. 20-30 thousand,4.0,1.0
19354801,Female,60.0,Gurung,Class 8,Rs. 20-30 thousand,2.0,1.0
19354901,Female,60.0,Gurung,Illiterate,Rs. 10 thousand,1.0,0.0
